# Observation File: outlet.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: subsurface-component_concentration
# Region: outlet
# Functional: point
# Variable: total_component_concentration
# Number of Vectors: 2
# =============================================================================
"time [s]" "subsurface-component_concentration"
2.742000000000e+04 6.067720202181e+02 3.931259946664e+02
2.748000000000e+04 6.067720202181e+02 3.931259946664e+02
2.754000000000e+04 6.067720202181e+02 3.931259946664e+02
2.760000000000e+04 6.067720202181e+02 3.931259946664e+02
2.766000000000e+04 6.067720202181e+02 3.931259946664e+02
2.772000000000e+04 6.067720202181e+02 3.931259946664e+02
2.778000000000e+04 6.067720202181e+02 3.931259946664e+02
2.784000000000e+04 6.067720202181e+02 3.931259946664e+02
2.790000000000e+04 6.067720202181e+02 3.931259946664e+02
2.796000000000e+04 6.067720202181e+02 3.931259946664e+02
2.802000000000e+04 6.067720202181e+02 3.931259946664e+02
2.808000000000e+04 6.067720202181e+02 3.931259946664e+02
2.814000000000e+04 6.067720202181e+02 3.931259946664e+02
2.820000000000e+04 6.067720202181e+02 3.931259946664e+02
2.826000000000e+04 6.067720202181e+02 3.931259946664e+02
2.832000000000e+04 6.067720202181e+02 3.931259946664e+02
2.838000000000e+04 6.067720202181e+02 3.931259946664e+02
2.844000000000e+04 6.067720202181e+02 3.931259946664e+02
2.850000000000e+04 6.067720202181e+02 3.931259946664e+02
2.856000000000e+04 6.067720202181e+02 3.931259946664e+02
2.862000000000e+04 6.067720202181e+02 3.931259946664e+02
2.868000000000e+04 6.067720202181e+02 3.931259946664e+02
2.874000000000e+04 6.067720202181e+02 3.931259946664e+02
2.880000000000e+04 6.067720202181e+02 3.931259946664e+02
2.886000000000e+04 6.067720202181e+02 3.931259946664e+02
2.892000000000e+04 6.067720202181e+02 3.931259946664e+02
2.898000000000e+04 6.067720202181e+02 3.931259946664e+02
2.904000000000e+04 6.067720202181e+02 3.931259946664e+02
2.910000000000e+04 6.067720202181e+02 3.931259946664e+02
2.916000000000e+04 6.067720202181e+02 3.931259946664e+02
2.922000000000e+04 6.067720202181e+02 3.931259946664e+02
2.928000000000e+04 6.067720202181e+02 3.931259946664e+02
2.934000000000e+04 6.067720202181e+02 3.931259946664e+02
2.940000000000e+04 6.067720202181e+02 3.931259946664e+02
2.946000000000e+04 6.067720202181e+02 3.931259946664e+02
2.952000000000e+04 6.067720202181e+02 3.931259946664e+02
2.958000000000e+04 6.067720202181e+02 3.931259946664e+02
2.964000000000e+04 6.067720202181e+02 3.931259946664e+02
2.970000000000e+04 6.067720202181e+02 3.931259946664e+02
2.976000000000e+04 6.067720202181e+02 3.931259946664e+02
2.982000000000e+04 6.067720202181e+02 3.931259946664e+02
2.988000000000e+04 6.067720202181e+02 3.931259946664e+02
2.994000000000e+04 6.067720202181e+02 3.931259946664e+02
3.000000000000e+04 6.067720202181e+02 3.931259946664e+02
3.006000000000e+04 6.067720202181e+02 3.931259946664e+02
3.012000000000e+04 6.067720202181e+02 3.931259946664e+02
3.018000000000e+04 6.067720202181e+02 3.931259946664e+02
3.024000000000e+04 6.067720202181e+02 3.931259946664e+02
3.030000000000e+04 6.067720202181e+02 3.931259946664e+02
3.036000000000e+04 6.067720202181e+02 3.931259946664e+02
3.042000000000e+04 6.067720202181e+02 3.931259946664e+02
3.048000000000e+04 6.067720202181e+02 3.931259946664e+02
3.054000000000e+04 6.067720202181e+02 3.931259946664e+02
3.060000000000e+04 6.067720202181e+02 3.931259946664e+02
3.066000000000e+04 6.067720202181e+02 3.931259946664e+02
3.072000000000e+04 6.067720202181e+02 3.931259946664e+02
3.078000000000e+04 6.067720202181e+02 3.931259946664e+02
3.084000000000e+04 6.067720202181e+02 3.931259946664e+02
3.090000000000e+04 6.067720202181e+02 3.931259946664e+02
3.096000000000e+04 6.067720202181e+02 3.931259946664e+02
3.102000000000e+04 6.067720202181e+02 3.931259946664e+02
3.108000000000e+04 6.067720202181e+02 3.931259946664e+02
3.114000000000e+04 6.067720202181e+02 3.931259946664e+02
3.120000000000e+04 6.067720202181e+02 3.931259946664e+02
3.126000000000e+04 6.067720202181e+02 3.931259946664e+02
3.132000000000e+04 6.067720202181e+02 3.931259946664e+02
3.138000000000e+04 6.067720202181e+02 3.931259946664e+02
3.144000000000e+04 6.067720202181e+02 3.931259946664e+02
3.150000000000e+04 6.067720202181e+02 3.931259946664e+02
3.156000000000e+04 6.067720202181e+02 3.931259946664e+02
3.162000000000e+04 6.067720202181e+02 3.931259946664e+02
3.168000000000e+04 6.067720202181e+02 3.931259946664e+02
3.174000000000e+04 6.067720202181e+02 3.931259946664e+02
3.180000000000e+04 6.067720202181e+02 3.931259946664e+02
3.186000000000e+04 6.067720202181e+02 3.931259946664e+02
3.192000000000e+04 6.067720202181e+02 3.931259946664e+02
3.198000000000e+04 6.067720202181e+02 3.931259946664e+02
3.204000000000e+04 6.067720202181e+02 3.931259946664e+02
3.210000000000e+04 6.067720202181e+02 3.931259946664e+02
3.216000000000e+04 6.067720202181e+02 3.931259946664e+02
3.222000000000e+04 6.067720202181e+02 3.931259946664e+02
3.228000000000e+04 6.067720202181e+02 3.931259946664e+02
3.234000000000e+04 6.067720202181e+02 3.931259946664e+02
3.240000000000e+04 6.067720202181e+02 3.931259946664e+02
3.246000000000e+04 6.067720202181e+02 3.931259946664e+02
3.252000000000e+04 6.067720202181e+02 3.931259946664e+02
3.258000000000e+04 6.067720202181e+02 3.931259946664e+02
3.264000000000e+04 6.067720202181e+02 3.931259946664e+02
3.270000000000e+04 6.067720202181e+02 3.931259946664e+02
3.276000000000e+04 6.067720202181e+02 3.931259946664e+02
3.282000000000e+04 6.067720202181e+02 3.931259946664e+02
3.288000000000e+04 6.067720202181e+02 3.931259946664e+02
3.294000000000e+04 6.067720202181e+02 3.931259946664e+02
3.300000000000e+04 6.067720202181e+02 3.931259946664e+02
3.306000000000e+04 6.067720202181e+02 3.931259946664e+02
3.312000000000e+04 6.067720202181e+02 3.931259946664e+02
3.318000000000e+04 6.067720202181e+02 3.931259946664e+02
3.324000000000e+04 6.067720202181e+02 3.931259946664e+02
3.330000000000e+04 6.067720202181e+02 3.931259946664e+02
3.336000000000e+04 6.067720202181e+02 3.931259946664e+02
3.342000000000e+04 6.067720202181e+02 3.931259946664e+02
3.348000000000e+04 6.067720202181e+02 3.931259946664e+02
3.354000000000e+04 6.067720202181e+02 3.931259946664e+02
3.360000000000e+04 6.067720202181e+02 3.931259946664e+02
3.366000000000e+04 6.067720202181e+02 3.931259946664e+02
3.372000000000e+04 6.067720202181e+02 3.931259946664e+02
3.378000000000e+04 6.067720202181e+02 3.931259946664e+02
3.384000000000e+04 6.067720202181e+02 3.931259946664e+02
3.390000000000e+04 6.067720202181e+02 3.931259946664e+02
3.396000000000e+04 6.067720202181e+02 3.931259946664e+02
3.402000000000e+04 6.067720202181e+02 3.931259946664e+02
3.408000000000e+04 6.067720202181e+02 3.931259946664e+02
3.414000000000e+04 6.067720202181e+02 3.931259946664e+02
3.420000000000e+04 6.067720202181e+02 3.931259946664e+02
3.426000000000e+04 6.067720202181e+02 3.931259946664e+02
3.432000000000e+04 6.067720202181e+02 3.931259946664e+02
3.438000000000e+04 6.067720202181e+02 3.931259946664e+02
3.444000000000e+04 6.067720202181e+02 3.931259946664e+02
3.450000000000e+04 6.067720202181e+02 3.931259946664e+02
3.456000000000e+04 6.067720202181e+02 3.931259946664e+02
3.462000000000e+04 6.067720202181e+02 3.931259946664e+02
3.468000000000e+04 6.067720202181e+02 3.931259946664e+02
3.474000000000e+04 6.067720202181e+02 3.931259946664e+02
3.480000000000e+04 6.067720202181e+02 3.931259946664e+02
3.486000000000e+04 6.067720202181e+02 3.931259946664e+02
3.492000000000e+04 6.067720202181e+02 3.931259946664e+02
3.498000000000e+04 6.067720202181e+02 3.931259946664e+02
