# Observation File: outlet_sorbed.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: subsurface-sorbed_concentration
# Region: outlet
# Reduction: point
# Variable: total_sorbed
# Number of Vectors: 2
# =============================================================================
"time [s]" "subsurface-sorbed_concentration dof 0" "subsurface-sorbed_concentration dof 1"
2.724000000000e+04 6.080706218922e+01 1.969008899113e+01
2.730000000000e+04 6.080706218922e+01 1.969008899113e+01
2.736000000000e+04 6.080706218922e+01 1.969008899113e+01
2.742000000000e+04 6.080706218922e+01 1.969008899113e+01
2.748000000000e+04 6.080706218922e+01 1.969008899113e+01
2.754000000000e+04 6.080706218922e+01 1.969008899113e+01
2.760000000000e+04 6.080706218922e+01 1.969008899113e+01
2.766000000000e+04 6.080706218922e+01 1.969008899113e+01
2.772000000000e+04 6.080706218922e+01 1.969008899113e+01
2.778000000000e+04 6.080706218922e+01 1.969008899113e+01
2.784000000000e+04 6.080706218922e+01 1.969008899113e+01
2.790000000000e+04 6.080706218922e+01 1.969008899113e+01
2.796000000000e+04 6.080706218922e+01 1.969008899113e+01
2.802000000000e+04 6.080706218922e+01 1.969008899113e+01
2.808000000000e+04 6.080706218922e+01 1.969008899113e+01
2.814000000000e+04 6.080706218922e+01 1.969008899113e+01
2.820000000000e+04 6.080706218922e+01 1.969008899113e+01
2.826000000000e+04 6.080706218922e+01 1.969008899113e+01
2.832000000000e+04 6.080706218922e+01 1.969008899113e+01
2.838000000000e+04 6.080706218922e+01 1.969008899113e+01
2.844000000000e+04 6.080706218922e+01 1.969008899113e+01
2.850000000000e+04 6.080706218922e+01 1.969008899113e+01
2.856000000000e+04 6.080706218922e+01 1.969008899113e+01
2.862000000000e+04 6.080706218922e+01 1.969008899113e+01
2.868000000000e+04 6.080706218922e+01 1.969008899113e+01
2.874000000000e+04 6.080706218922e+01 1.969008899113e+01
2.880000000000e+04 6.080706218922e+01 1.969008899113e+01
2.886000000000e+04 6.080706218922e+01 1.969008899113e+01
2.892000000000e+04 6.080706218922e+01 1.969008899113e+01
2.898000000000e+04 6.080706218922e+01 1.969008899113e+01
2.904000000000e+04 6.080706218922e+01 1.969008899113e+01
2.910000000000e+04 6.080706218922e+01 1.969008899113e+01
2.916000000000e+04 6.080706218922e+01 1.969008899113e+01
2.922000000000e+04 6.080706218922e+01 1.969008899113e+01
2.928000000000e+04 6.080706218922e+01 1.969008899113e+01
2.934000000000e+04 6.080706218922e+01 1.969008899113e+01
2.940000000000e+04 6.080706218922e+01 1.969008899113e+01
2.946000000000e+04 6.080706218922e+01 1.969008899113e+01
2.952000000000e+04 6.080706218922e+01 1.969008899113e+01
2.958000000000e+04 6.080706218922e+01 1.969008899113e+01
2.964000000000e+04 6.080706218922e+01 1.969008899113e+01
2.970000000000e+04 6.080706218922e+01 1.969008899113e+01
2.976000000000e+04 6.080706218922e+01 1.969008899113e+01
2.982000000000e+04 6.080706218922e+01 1.969008899113e+01
2.988000000000e+04 6.080706218922e+01 1.969008899113e+01
2.994000000000e+04 6.080706218922e+01 1.969008899113e+01
3.000000000000e+04 6.080706218922e+01 1.969008899113e+01
3.006000000000e+04 6.080706218922e+01 1.969008899113e+01
3.012000000000e+04 6.080706218922e+01 1.969008899113e+01
3.018000000000e+04 6.080706218922e+01 1.969008899113e+01
3.024000000000e+04 6.080706218922e+01 1.969008899113e+01
3.030000000000e+04 6.080706218922e+01 1.969008899113e+01
3.036000000000e+04 6.080706218922e+01 1.969008899113e+01
3.042000000000e+04 6.080706218922e+01 1.969008899113e+01
3.048000000000e+04 6.080706218922e+01 1.969008899113e+01
3.054000000000e+04 6.080706218922e+01 1.969008899113e+01
3.060000000000e+04 6.080706218922e+01 1.969008899113e+01
3.066000000000e+04 6.080706218922e+01 1.969008899113e+01
3.072000000000e+04 6.080706218922e+01 1.969008899113e+01
3.078000000000e+04 6.080706218922e+01 1.969008899113e+01
3.084000000000e+04 6.080706218922e+01 1.969008899113e+01
3.090000000000e+04 6.080706218922e+01 1.969008899113e+01
3.096000000000e+04 6.080706218922e+01 1.969008899113e+01
3.102000000000e+04 6.080706218922e+01 1.969008899113e+01
3.108000000000e+04 6.080706218922e+01 1.969008899113e+01
3.114000000000e+04 6.080706218922e+01 1.969008899113e+01
3.120000000000e+04 6.080706218922e+01 1.969008899113e+01
3.126000000000e+04 6.080706218922e+01 1.969008899113e+01
3.132000000000e+04 6.080706218922e+01 1.969008899113e+01
3.138000000000e+04 6.080706218922e+01 1.969008899113e+01
3.144000000000e+04 6.080706218922e+01 1.969008899113e+01
3.150000000000e+04 6.080706218922e+01 1.969008899113e+01
3.156000000000e+04 6.080706218922e+01 1.969008899113e+01
3.162000000000e+04 6.080706218922e+01 1.969008899113e+01
3.168000000000e+04 6.080706218922e+01 1.969008899113e+01
3.174000000000e+04 6.080706218922e+01 1.969008899113e+01
3.180000000000e+04 6.080706218922e+01 1.969008899113e+01
3.186000000000e+04 6.080706218922e+01 1.969008899113e+01
3.192000000000e+04 6.080706218922e+01 1.969008899113e+01
3.198000000000e+04 6.080706218922e+01 1.969008899113e+01
3.204000000000e+04 6.080706218922e+01 1.969008899113e+01
3.210000000000e+04 6.080706218922e+01 1.969008899113e+01
3.216000000000e+04 6.080706218922e+01 1.969008899113e+01
3.222000000000e+04 6.080706218922e+01 1.969008899113e+01
3.228000000000e+04 6.080706218922e+01 1.969008899113e+01
3.234000000000e+04 6.080706218922e+01 1.969008899113e+01
3.240000000000e+04 6.080706218922e+01 1.969008899113e+01
3.246000000000e+04 6.080706218922e+01 1.969008899113e+01
3.252000000000e+04 6.080706218922e+01 1.969008899113e+01
3.258000000000e+04 6.080706218922e+01 1.969008899113e+01
3.264000000000e+04 6.080706218922e+01 1.969008899113e+01
3.270000000000e+04 6.080706218922e+01 1.969008899113e+01
3.276000000000e+04 6.080706218922e+01 1.969008899113e+01
3.282000000000e+04 6.080706218922e+01 1.969008899113e+01
3.288000000000e+04 6.080706218922e+01 1.969008899113e+01
3.294000000000e+04 6.080706218922e+01 1.969008899113e+01
3.300000000000e+04 6.080706218922e+01 1.969008899113e+01
3.306000000000e+04 6.080706218922e+01 1.969008899113e+01
3.312000000000e+04 6.080706218922e+01 1.969008899113e+01
3.318000000000e+04 6.080706218922e+01 1.969008899113e+01
3.324000000000e+04 6.080706218922e+01 1.969008899113e+01
3.330000000000e+04 6.080706218922e+01 1.969008899113e+01
3.336000000000e+04 6.080706218922e+01 1.969008899113e+01
3.342000000000e+04 6.080706218922e+01 1.969008899113e+01
3.348000000000e+04 6.080706218922e+01 1.969008899113e+01
3.354000000000e+04 6.080706218922e+01 1.969008899113e+01
3.360000000000e+04 6.080706218922e+01 1.969008899113e+01
3.366000000000e+04 6.080706218922e+01 1.969008899113e+01
3.372000000000e+04 6.080706218922e+01 1.969008899113e+01
3.378000000000e+04 6.080706218922e+01 1.969008899113e+01
3.384000000000e+04 6.080706218922e+01 1.969008899113e+01
3.390000000000e+04 6.080706218922e+01 1.969008899113e+01
3.396000000000e+04 6.080706218922e+01 1.969008899113e+01
3.402000000000e+04 6.080706218922e+01 1.969008899113e+01
3.408000000000e+04 6.080706218922e+01 1.969008899113e+01
3.414000000000e+04 6.080706218922e+01 1.969008899113e+01
3.420000000000e+04 6.080706218922e+01 1.969008899113e+01
3.426000000000e+04 6.080706218922e+01 1.969008899113e+01
3.432000000000e+04 6.080706218922e+01 1.969008899113e+01
3.438000000000e+04 6.080706218922e+01 1.969008899113e+01
3.444000000000e+04 6.080706218922e+01 1.969008899113e+01
3.450000000000e+04 6.080706218922e+01 1.969008899113e+01
3.456000000000e+04 6.080706218922e+01 1.969008899113e+01
3.462000000000e+04 6.080706218922e+01 1.969008899113e+01
3.468000000000e+04 6.080706218922e+01 1.969008899113e+01
3.474000000000e+04 6.080706218922e+01 1.969008899113e+01
3.480000000000e+04 6.080706218922e+01 1.969008899113e+01
3.486000000000e+04 6.080706218922e+01 1.969008899113e+01
3.492000000000e+04 6.080706218922e+01 1.969008899113e+01
3.498000000000e+04 6.080706218922e+01 1.969008899113e+01
